ICAO,Type,Size,Name,Latitude,Longitude,Elevation(ft),Region,Municipality,IATA
,closed,closed,San Severo Airfield,41.7125,15.43,,Apulia,San Severo (FG),
,closed,closed,Triolo Airfield,41.625,15.458333,,Apulia,San Severo (FG),
,heliport,small,Mese Valchiavenna Heliport,46.31269,9.38766,1005,Lombardy,San Vittore (SO),
,heliport,small,Heliport la Sunrisa,40.714484,14.526114,,Campania,San''t Antonio Abate,
,closed,closed,"Aviosuperficie ""Val Vibrata 2""",42.80427,13.794678,433,Abruzzi,Sant'Omero (TE),
,heliport,small,Eliporto Sant'anna,40.322937,17.824878,,Apulia,Santa Chiara,
,closed,closed,"Campo di Volo ""Il Cherubino""",37.59441,14.880252,720,Sicily,Santa Maria di Licodia,
,closed,closed,Campo di Volo Dedalo,42.92801,10.840792,,Tuscany,Scarlino (GR),
,closed,closed,"Campo di Volo ""Pajaro Loco""",45.867979,12.792206,197,Friuli-Venezia Giulia,Sesto al Reghena (PN),
,heliport,small,Eliporto di Siracusa Pantanelli,37.061536,15.267566,,Sicily,Siracusa,
,heliport,small,Sondalo Heliport,46.3335,10.33147,3337,Lombardy,Sondalo (SO),
,heliport,small,Sondrio City Hospital Heliport,46.17158,9.879853,,Lombardy,Sondrio (SO),
,heliport,small,HeliSorrento Heliport,40.614109,14.362,,Campania,Sorrento (NA),
,closed,closed,Spinazzola Airfield,40.949167,16.229444,,Apulia,Spinazzola (BT),
,closed,closed,Stornara Airfield,41.290108,15.740617,,Apulia,Stornara (FG),
,heliport,small,Stromboli Heliport,38.799552,15.240425,,Sicily,Stromboli (ME),
,closed,closed,Cassibile Airfield,36.981791,15.239755,58,Sicily,Syracuse,
,heliport,small,Eliporto militare,40.447845,17.252242,,Apulia,Taranto,
,heliport,small,Eliporto militare,40.469739,17.27628,,Apulia,Taranto,
,seaplane_base,small,Idroscalo di Taranto,40.477113,17.225393,,(unassigned),Taranto,
,closed,closed,Aviosuperficie Privata Teggiano,40.415529,15.53648,,Campania,Teggiano (SA),
,heliport,small,Elimast Temù Heliport,46.25121,10.4876,3910,Lombardy,Temù (BS),
,closed,closed,Idroscalo di Ternate,45.779714,8.694788,,(unassigned),Ternate,
,heliport,small,Tirano Heliport,46.21887,10.18223,1591,Lombardy,Tirano (SO),
,heliport,small,Elisuperficie la Quercia,40.963263,16.632791,,Apulia,Toritto,
,closed,closed,Campo di volo Area 51 Torre Santa Susanna,40.503056,17.7625,,Apulia,Torre Santa Susanna,
,closed,closed,Sterparone Airfield,41.601744,15.306667,,Apulia,Torremaggiore (FG),
,heliport,small,Eliporto Militare,41.253178,16.413456,,Apulia,Trani,
,closed,closed,Trapani–Chinisia Airport / Borizzo Airfield,37.896458,12.53907,,Sicily,Trapani (TP),
,closed,closed,Alicusa,37.612908,12.700109,,Sicily,Trapani - Campobello di Mazara,
,heliport,small,SUEM Heliport Treviso,45.655348,12.263585,,Veneto,Treviso (TV),
,heliport,small,Cattinara Hospital Heliport,45.63288,13.83014,845,Friuli-Venezia Giulia,Trieste (TR),
,heliport,small,Lingotto Heliport,45.030898,7.664602,,Piedmont,Turin,
,heliport,small,Ustica Heliport,38.707215,13.177478,,Sicily,Ustica (PA),
LIMH,heliport,small,Pian Rosà Heliport,45.933422,7.709344,11443,Valle d'Aosta,Valtournenche,
,closed,closed,Sinello Airfield,42.173611,14.6625,,Abruzzi,Vasto (CH),
,heliport,small,Santi Giovanni & Paolo Civil Hospital Helipad,45.440485,12.344561,95,Veneto,Venice,
,heliport,small,Mirano Hospital Heliport,45.500707,12.113037,26,Veneto,Venice,
,closed,closed,Venosa Airfield,40.997028,15.873611,,Basilicata,Venosa (PZ),
,heliport,small,Santo Stefano Heliport,40.789318,13.453112,,Lazio,Ventotene (LT),
,heliport,small,Ventotene Heliport,40.800864,13.430235,,Lazio,Ventotene (LT),
,closed,closed,Aviosuperficie Naviglio Grande,45.397222,8.97,370,Lombardy,Vermezzo (MI),
,closed,closed,Campo Volo Angela e Sara,45.163889,8.123333,427,Piedmont,Verrua Savoia (TO),
,heliport,small,"Eliporto Privato ""Campo d'Aviazone",43.862432,10.255292,,Tuscany,Viareggio,
LIBJ,heliport,small,"Helicopter Base ""Luigi Razza""",38.640456,16.042989,,Calabria,Vibo Valentia,
,heliport,small,Eliporto Vico del Gargano,41.894802,15.964009,,Apulia,Vico del Gargano,
,heliport,small,Eliporto Militare Jactenente,41.821111,15.987275,,Apulia,Vico del Gargano,
,heliport,small,Vieste Heliport,41.866417,16.165116,14,Apulia,Vieste,
,closed,closed,Volo Club Falchi Grigi,41.9101,16.0993,98,Apulia,Vieste (FG),
,heliport,small,Police Helipad,44.048416,8.132994,,Liguria,Villanova d´Albenga,
,heliport,small,Base elicotteri corpo forestale di Villasalto,39.479449,9.385912,,Sardinia,Villasalto,
,heliport,small,Vulcano Heliport,38.428187,14.95568,,Sicily,Vulcanello (ME),
,heliport,small,Vulcano Piano Emergency Heliport,38.382709,14.982693,,Sicily,Vulcano Piano (ME),
